"","variable_num","variable","numbers","full_variable"
"4522",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"4523",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting physically disabled people in the travel group"
"4524",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"4525",NA,"stop_points_location.ghandorah","0","How many people are in travel groups?"
"4526",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"4527",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"4528",NA,"stop_points_location.ghandorah","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4529",NA,"stop_points_location.ghandorah","0","Location and time of displacement"
"4530",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"4531",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"4532",NA,"stop_points_location.ghandorah","0","Issues encountered during displacement"
"4533",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"4534",NA,"stop_points_location.ghandorah","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4535",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"4536",NA,"stop_points_location.ghandorah","0","Priority needs"
"4537",NA,"stop_points_location.ghandorah","0","Intentions in the next two weeks"
"4538",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"4539",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"4540",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"4541",NA,"stop_points_location.ghandorah","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"4542",NA,"stop_points_location.ghandorah","0","Displacement routes"
"4543",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"4544",NA,"stop_points_location.ghandorah","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"4545",NA,"stop_points_location.ghandorah","0","Travel group composition"
"4546",NA,"stop_points_location.ghandorah","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"4547",NA,"nationality_other",NA,"Location of Interview"
"4548",NA,"nationality_other",NA,"Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"4549",NA,"nationality_other",NA,"Travel across the border"
"4550",NA,"nationality_other",NA,"If there are unaccompanied or separated children in the travel group, how many?"
"4551",NA,"nationality_other",NA,"Proportion of Kis reporting each intention for their travel group in the next two days"
"4552",NA,"nationality_other",NA,"Did the travel group arrive at the Reception Centre (RC) from Syria?"
"4553",NA,"nationality_other",NA,"Questionnaire"
"4554",NA,"nationality_other",NA,"Proportion of Kis reporting that travel group members left family members behind"
"4555",NA,"nationality_other",NA,"Proportion of Kis reporting pregnant or lactating women in the travel group"
"4556",NA,"nationality_other",NA,"Intentions in the next two days"
"4557",NA,"nationality_other",NA,"If there are pregnant or lactating women in the travel group, how many?"
"4558",NA,"nationality_other",NA,"If there are physically disabled people in the travel group, how many?"
"4559",NA,"nationality_other",NA,"Proportion of Kis reporting that members of the travel group were already living in displacement"
"4560",NA,"nationality_other",NA,"Key Informant (KI) Demographics"
"4561",NA,"nationality_other",NA,NA
"4562",NA,"nationality_other",NA,"Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"4563",NA,"nationality_other",NA,"Gender of KI"
"4564",NA,"nationality_other",NA,"Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"4565",NA,"nationality_other",NA,"When did travel groups leave the location from which they travelled?"
"4566",NA,"nationality_other",NA,"Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"4567",NA,"nationality_other",NA,"Proportion of Kis reporting physically disabled people in the travel group"
"4568",NA,"nationality_other",NA,"Proportion of Kis reporting each intention for their travel group in the next two weeks"
"4569",NA,"nationality_other",NA,"How many people are in travel groups?"
"4570",NA,"nationality_other",NA,"Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"4571",NA,"nationality_other",NA,"Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"4572",NA,"nationality_other",NA,"FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4573",NA,"nationality_other",NA,"Location and time of displacement"
"4574",NA,"nationality_other",NA,"Proportion of Kis reporting unaccompanied or separated children in the travel group"
"4575",NA,"nationality_other",NA,"Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"4576",NA,"nationality_other",NA,"Issues encountered during displacement"
"4577",NA,"nationality_other",NA,"Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"4578",NA,"nationality_other",NA,"FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4579",NA,"nationality_other",NA,"Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"4580",NA,"nationality_other",NA,"Priority needs"
"4581",NA,"nationality_other",NA,"Intentions in the next two weeks"
"4582",NA,"nationality_other",NA,"Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"4583",NA,"nationality_other",NA,"Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"4584",NA,"nationality_other",NA,"Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"4585",NA,"nationality_other",NA,"What is the main reason Kis reported for travel groups leaving their location of residence?  "
"4586",NA,"nationality_other",NA,"Displacement routes"
"4587",NA,"nationality_other",NA,"Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"4588",NA,"nationality_other",NA,"Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"4589",NA,"nationality_other",NA,"Travel group composition"
"4590",NA,"nationality_other",NA,"Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"4591",NA,"stop_points_location.hajeb","0","Location of Interview"
"4592",NA,"stop_points_location.hajeb","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"4593",NA,"stop_points_location.hajeb","0","Travel across the border"
"4594",NA,"stop_points_location.hajeb","0","If there are unaccompanied or separated children in the travel group, how many?"
"4595",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"4596",NA,"stop_points_location.hajeb","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"4597",NA,"stop_points_location.hajeb","0","Questionnaire"
"4598",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting that travel group members left family members behind"
"4599",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"4600",NA,"stop_points_location.hajeb","0","Intentions in the next two days"
"4601",NA,"stop_points_location.hajeb","0","If there are pregnant or lactating women in the travel group, how many?"
"4602",NA,"stop_points_location.hajeb","0","If there are physically disabled people in the travel group, how many?"
"4603",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"4604",NA,"stop_points_location.hajeb","0","Key Informant (KI) Demographics"
"4605",NA,"stop_points_location.hajeb","0",NA
"4606",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"4607",NA,"stop_points_location.hajeb","0","Gender of KI"
"4608",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"4609",NA,"stop_points_location.hajeb","0","When did travel groups leave the location from which they travelled?"
"4610",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"4611",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting physically disabled people in the travel group"
"4612",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"4613",NA,"stop_points_location.hajeb","0","How many people are in travel groups?"
"4614",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"4615",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"4616",NA,"stop_points_location.hajeb","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4617",NA,"stop_points_location.hajeb","0","Location and time of displacement"
"4618",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"4619",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"4620",NA,"stop_points_location.hajeb","0","Issues encountered during displacement"
"4621",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"4622",NA,"stop_points_location.hajeb","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4623",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"4624",NA,"stop_points_location.hajeb","0","Priority needs"
"4625",NA,"stop_points_location.hajeb","0","Intentions in the next two weeks"
"4626",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"4627",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"4628",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"4629",NA,"stop_points_location.hajeb","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"4630",NA,"stop_points_location.hajeb","0","Displacement routes"
"4631",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"4632",NA,"stop_points_location.hajeb","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"4633",NA,"stop_points_location.hajeb","0","Travel group composition"
"4634",NA,"stop_points_location.hajeb","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"4635",NA,"stop_points_location.hajin","0","Location of Interview"
"4636",NA,"stop_points_location.hajin","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"4637",NA,"stop_points_location.hajin","0","Travel across the border"
"4638",NA,"stop_points_location.hajin","0","If there are unaccompanied or separated children in the travel group, how many?"
"4639",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"4640",NA,"stop_points_location.hajin","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"4641",NA,"stop_points_location.hajin","0","Questionnaire"
"4642",NA,"stop_points_location.hajin","0","Proportion of Kis reporting that travel group members left family members behind"
"4643",NA,"stop_points_location.hajin","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"4644",NA,"stop_points_location.hajin","0","Intentions in the next two days"
"4645",NA,"stop_points_location.hajin","0","If there are pregnant or lactating women in the travel group, how many?"
"4646",NA,"stop_points_location.hajin","0","If there are physically disabled people in the travel group, how many?"
"4647",NA,"stop_points_location.hajin","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"4648",NA,"stop_points_location.hajin","0","Key Informant (KI) Demographics"
"4649",NA,"stop_points_location.hajin","0",NA
"4650",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"4651",NA,"stop_points_location.hajin","0","Gender of KI"
"4652",NA,"stop_points_location.hajin","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"4653",NA,"stop_points_location.hajin","0","When did travel groups leave the location from which they travelled?"
"4654",NA,"stop_points_location.hajin","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"4655",NA,"stop_points_location.hajin","0","Proportion of Kis reporting physically disabled people in the travel group"
"4656",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"4657",NA,"stop_points_location.hajin","0","How many people are in travel groups?"
"4658",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"4659",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"4660",NA,"stop_points_location.hajin","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4661",NA,"stop_points_location.hajin","0","Location and time of displacement"
"4662",NA,"stop_points_location.hajin","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"4663",NA,"stop_points_location.hajin","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"4664",NA,"stop_points_location.hajin","0","Issues encountered during displacement"
"4665",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"4666",NA,"stop_points_location.hajin","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4667",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"4668",NA,"stop_points_location.hajin","0","Priority needs"
"4669",NA,"stop_points_location.hajin","0","Intentions in the next two weeks"
"4670",NA,"stop_points_location.hajin","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"4671",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"4672",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"4673",NA,"stop_points_location.hajin","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"4674",NA,"stop_points_location.hajin","0","Displacement routes"
"4675",NA,"stop_points_location.hajin","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"4676",NA,"stop_points_location.hajin","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"4677",NA,"stop_points_location.hajin","0","Travel group composition"
"4678",NA,"stop_points_location.hajin","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"4679",NA,"stop_points_location.haritan","0","Location of Interview"
"4680",NA,"stop_points_location.haritan","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"4681",NA,"stop_points_location.haritan","0","Travel across the border"
"4682",NA,"stop_points_location.haritan","0","If there are unaccompanied or separated children in the travel group, how many?"
"4683",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"4684",NA,"stop_points_location.haritan","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"4685",NA,"stop_points_location.haritan","0","Questionnaire"
"4686",NA,"stop_points_location.haritan","0","Proportion of Kis reporting that travel group members left family members behind"
"4687",NA,"stop_points_location.haritan","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"4688",NA,"stop_points_location.haritan","0","Intentions in the next two days"
"4689",NA,"stop_points_location.haritan","0","If there are pregnant or lactating women in the travel group, how many?"
"4690",NA,"stop_points_location.haritan","0","If there are physically disabled people in the travel group, how many?"
"4691",NA,"stop_points_location.haritan","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"4692",NA,"stop_points_location.haritan","0","Key Informant (KI) Demographics"
"4693",NA,"stop_points_location.haritan","0",NA
"4694",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"4695",NA,"stop_points_location.haritan","0","Gender of KI"
"4696",NA,"stop_points_location.haritan","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"4697",NA,"stop_points_location.haritan","0","When did travel groups leave the location from which they travelled?"
"4698",NA,"stop_points_location.haritan","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"4699",NA,"stop_points_location.haritan","0","Proportion of Kis reporting physically disabled people in the travel group"
"4700",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"4701",NA,"stop_points_location.haritan","0","How many people are in travel groups?"
"4702",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"4703",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"4704",NA,"stop_points_location.haritan","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4705",NA,"stop_points_location.haritan","0","Location and time of displacement"
"4706",NA,"stop_points_location.haritan","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"4707",NA,"stop_points_location.haritan","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"4708",NA,"stop_points_location.haritan","0","Issues encountered during displacement"
"4709",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"4710",NA,"stop_points_location.haritan","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4711",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"4712",NA,"stop_points_location.haritan","0","Priority needs"
"4713",NA,"stop_points_location.haritan","0","Intentions in the next two weeks"
"4714",NA,"stop_points_location.haritan","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"4715",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"4716",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"4717",NA,"stop_points_location.haritan","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"4718",NA,"stop_points_location.haritan","0","Displacement routes"
"4719",NA,"stop_points_location.haritan","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"4720",NA,"stop_points_location.haritan","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"4721",NA,"stop_points_location.haritan","0","Travel group composition"
"4722",NA,"stop_points_location.haritan","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"4723",NA,"stop_points_location.hole","0","Location of Interview"
"4724",NA,"stop_points_location.hole","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"4725",NA,"stop_points_location.hole","0","Travel across the border"
"4726",NA,"stop_points_location.hole","0","If there are unaccompanied or separated children in the travel group, how many?"
"4727",NA,"stop_points_location.hole","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"4728",NA,"stop_points_location.hole","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"4729",NA,"stop_points_location.hole","0","Questionnaire"
"4730",NA,"stop_points_location.hole","0","Proportion of Kis reporting that travel group members left family members behind"
"4731",NA,"stop_points_location.hole","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"4732",NA,"stop_points_location.hole","0","Intentions in the next two days"
"4733",NA,"stop_points_location.hole","0","If there are pregnant or lactating women in the travel group, how many?"
"4734",NA,"stop_points_location.hole","0","If there are physically disabled people in the travel group, how many?"
"4735",NA,"stop_points_location.hole","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"4736",NA,"stop_points_location.hole","0","Key Informant (KI) Demographics"
"4737",NA,"stop_points_location.hole","0",NA
"4738",NA,"stop_points_location.hole","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"4739",NA,"stop_points_location.hole","0","Gender of KI"
"4740",NA,"stop_points_location.hole","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"4741",NA,"stop_points_location.hole","0","When did travel groups leave the location from which they travelled?"
"4742",NA,"stop_points_location.hole","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"4743",NA,"stop_points_location.hole","0","Proportion of Kis reporting physically disabled people in the travel group"
"4744",NA,"stop_points_location.hole","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"4745",NA,"stop_points_location.hole","0","How many people are in travel groups?"
"4746",NA,"stop_points_location.hole","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"4747",NA,"stop_points_location.hole","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"4748",NA,"stop_points_location.hole","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4749",NA,"stop_points_location.hole","0","Location and time of displacement"
"4750",NA,"stop_points_location.hole","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"4751",NA,"stop_points_location.hole","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"4752",NA,"stop_points_location.hole","0","Issues encountered during displacement"
"4753",NA,"stop_points_location.hole","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"4754",NA,"stop_points_location.hole","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4755",NA,"stop_points_location.hole","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"4756",NA,"stop_points_location.hole","0","Priority needs"
"4757",NA,"stop_points_location.hole","0","Intentions in the next two weeks"
"4758",NA,"stop_points_location.hole","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"4759",NA,"stop_points_location.hole","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"4760",NA,"stop_points_location.hole","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"4761",NA,"stop_points_location.hole","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"4762",NA,"stop_points_location.hole","0","Displacement routes"
"4763",NA,"stop_points_location.hole","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"4764",NA,"stop_points_location.hole","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"4765",NA,"stop_points_location.hole","0","Travel group composition"
"4766",NA,"stop_points_location.hole","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"4767",NA,"stop_points_loc_district.quamishli","0.4375","Location of Interview"
"4768",NA,"stop_points_loc_district.quamishli","0.4375","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"4769",NA,"stop_points_loc_district.quamishli","0.4375","Travel across the border"
"4770",NA,"stop_points_loc_district.quamishli","0.4375","If there are unaccompanied or separated children in the travel group, how many?"
"4771",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each intention for their travel group in the next two days"
"4772",NA,"stop_points_loc_district.quamishli","0.4375","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"4773",NA,"stop_points_loc_district.quamishli","0.4375","Questionnaire"
"4774",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting that travel group members left family members behind"
"4775",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting pregnant or lactating women in the travel group"
"4776",NA,"stop_points_loc_district.quamishli","0.4375","Intentions in the next two days"
"4777",NA,"stop_points_loc_district.quamishli","0.4375","If there are pregnant or lactating women in the travel group, how many?"
"4778",NA,"stop_points_loc_district.quamishli","0.4375","If there are physically disabled people in the travel group, how many?"
"4779",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting that members of the travel group were already living in displacement"
"4780",NA,"stop_points_loc_district.quamishli","0.4375","Key Informant (KI) Demographics"
"4781",NA,"stop_points_loc_district.quamishli","0.4375",NA
"4782",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"4783",NA,"stop_points_loc_district.quamishli","0.4375","Gender of KI"
"4784",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"4785",NA,"stop_points_loc_district.quamishli","0.4375","When did travel groups leave the location from which they travelled?"
"4786",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"4787",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting physically disabled people in the travel group"
"4788",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"4789",NA,"stop_points_loc_district.quamishli","0.4375","How many people are in travel groups?"
"4790",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"4791",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"4792",NA,"stop_points_loc_district.quamishli","0.4375","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4793",NA,"stop_points_loc_district.quamishli","0.4375","Location and time of displacement"
"4794",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"4795",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"4796",NA,"stop_points_loc_district.quamishli","0.4375","Issues encountered during displacement"
"4797",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"4798",NA,"stop_points_loc_district.quamishli","0.4375","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4799",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"4800",NA,"stop_points_loc_district.quamishli","0.4375","Priority needs"
"4801",NA,"stop_points_loc_district.quamishli","0.4375","Intentions in the next two weeks"
"4802",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"4803",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"4804",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"4805",NA,"stop_points_loc_district.quamishli","0.4375","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"4806",NA,"stop_points_loc_district.quamishli","0.4375","Displacement routes"
"4807",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"4808",NA,"stop_points_loc_district.quamishli","0.4375","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"4809",NA,"stop_points_loc_district.quamishli","0.4375","Travel group composition"
"4810",NA,"stop_points_loc_district.quamishli","0.4375","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"4811",NA,"stop_points_loc_district.ras_al_ain","0","Location of Interview"
"4812",NA,"stop_points_loc_district.ras_al_ain","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"4813",NA,"stop_points_loc_district.ras_al_ain","0","Travel across the border"
"4814",NA,"stop_points_loc_district.ras_al_ain","0","If there are unaccompanied or separated children in the travel group, how many?"
"4815",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"4816",NA,"stop_points_loc_district.ras_al_ain","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"4817",NA,"stop_points_loc_district.ras_al_ain","0","Questionnaire"
"4818",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting that travel group members left family members behind"
"4819",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"4820",NA,"stop_points_loc_district.ras_al_ain","0","Intentions in the next two days"
"4821",NA,"stop_points_loc_district.ras_al_ain","0","If there are pregnant or lactating women in the travel group, how many?"
"4822",NA,"stop_points_loc_district.ras_al_ain","0","If there are physically disabled people in the travel group, how many?"
"4823",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"4824",NA,"stop_points_loc_district.ras_al_ain","0","Key Informant (KI) Demographics"
"4825",NA,"stop_points_loc_district.ras_al_ain","0",NA
"4826",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"4827",NA,"stop_points_loc_district.ras_al_ain","0","Gender of KI"
"4828",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
